1,201901,187,62.0
2,201901,187,62.0
3,201901,187,62.0
4,201901,187,62.0
5,201901,187,62.0
6,201901,187,62.0
7,201901,187,62.0
8,201901,187,62.0
9,201901,187,62.0
10,201901,187,62.0
11,201901,187,62.0
12,201901,187,62.0
13,201901,187,62.0
14,201901,187,62.0
15,201901,187,62.0
16,201901,187,62.0
17,201901,187,62.0
18,201901,187,62.0
19,201901,187,62.0
20,201901,187,62.0
21,201901,187,62.0
22,201901,187,62.0
23,201901,187,62.0
24,201901,187,62.0
25,201901,187,62.0
26,201901,187,62.0
27,201901,187,62.0
28,201901,187,62.0
29,201901,187,62.0
30,201901,187,62.0
31,201901,187,62.0
32,201901,187,62.0
33,201901,187,62.0
34,201901,187,62.0
35,201901,187,62.0
36,201901,187,62.0
37,201901,187,62.0
38,201901,187,62.0
39,201901,187,62.0
40,201901,187,62.0
41,201901,187,62.0
42,201901,187,62.0
43,201901,187,62.0
44,201901,187,62.0
45,201901,187,62.0
46,201901,187,62.0
47,201901,187,62.0
48,201901,187,62.0
49,201901,187,62.0
50,201901,187,62.0
51,201901,187,62.0
52,201901,187,62.0
53,201901,187,62.0
54,201901,187,62.0
55,201901,187,62.0
56,201901,187,62.0
57,201901,187,62.0
58,201901,187,62.0
59,201901,187,62.0
60,201901,187,62.0
61,201901,187,62.0
62,201901,187,62.0
63,201901,187,62.0
64,201901,187,62.0
65,201901,187,62.0
66,201901,187,62.0
67,201901,187,62.0
68,201901,187,62.0
69,201901,187,62.0
70,201901,187,62.0
71,201901,187,62.0
72,201901,187,62.0
73,201901,187,62.0
74,201901,187,62.0
75,201901,187,62.0
76,201901,187,62.0
77,201901,187,62.0
78,201901,187,62.0
79,201901,187,62.0
80,201901,187,62.0
81,201901,187,62.0
82,201901,187,62.0
83,201901,187,62.0
84,201901,187,62.0
85,201901,187,62.0
86,201901,187,62.0
87,201901,187,62.0
88,201901,187,62.0
89,201901,187,62.0
90,201901,187,62.0
91,201901,187,62.0
92,201901,187,62.0
93,201901,187,62.0
94,201901,187,62.0
95,201901,187,62.0
96,201901,187,62.0
97,201901,187,62.0
98,201901,187,62.0
99,201901,187,62.0
100,201901,187,62.0
101,201901,187,62.0
102,201901,187,62.0
103,201901,187,62.0
104,201901,187,62.0
105,201901,187,62.0
106,201901,187,62.0
107,201901,187,62.0
108,201901,187,62.0
109,201901,187,62.0
110,201901,187,62.0
111,201901,187,62.0
112,201901,187,62.0
113,201901,187,62.0
114,201901,187,62.0
115,201901,187,62.0
116,201901,187,62.0
117,201901,187,62.0
118,201901,187,62.0
119,201901,187,62.0
120,201901,187,62.0
121,201901,187,62.0
122,201901,187,62.0
123,201901,187,62.0
124,201901,187,62.0
125,201901,187,62.0
126,201901,187,62.0
127,201901,187,62.0
128,201901,187,62.0
129,201901,187,62.0
130,201901,187,62.0
131,201901,187,62.0
132,201901,187,62.0
133,201901,187,62.0
134,201901,187,62.0
135,201901,187,62.0
136,201901,187,62.0
137,201901,187,62.0
138,201901,187,62.0
139,201901,187,62.0
140,201901,187,62.0
141,201901,187,62.0
142,201901,187,62.0
143,201901,187,62.0
144,201901,187,62.0
145,201901,187,62.0
146,201901,187,62.0
147,201901,187,62.0
148,201901,187,62.0
149,201901,187,62.0
150,201901,187,62.0
151,201901,187,62.0
152,201901,187,62.0
153,201901,187,62.0
154,201901,187,62.0
155,201901,187,62.0
156,201901,187,62.0
157,201901,187,62.0
158,201901,187,62.0
159,201901,187,62.0
160,201901,187,62.0
161,201901,187,62.0
162,201901,187,62.0
163,201901,187,62.0
164,201901,187,62.0
165,201901,187,62.0
166,201901,187,62.0
167,201901,187,62.0
168,201901,187,62.0
169,201901,187,62.0
170,201901,187,62.0
171,201901,187,62.0
172,201901,187,62.0
173,201901,187,62.0
174,201901,187,62.0
175,201901,187,62.0
176,201901,187,62.0
177,201901,187,62.0
178,201901,187,62.0
179,201901,187,62.0
180,201901,187,62.0
181,201901,187,62.0
182,201901,187,62.0
183,201901,187,62.0
184,201901,187,62.0
185,201901,187,62.0
186,201901,187,62.0
187,201901,187,62.0
188,201901,187,62.0
189,201901,187,62.0
190,201901,187,62.0
191,201901,187,62.0
192,201901,187,62.0
193,201901,187,62.0
194,201901,187,62.0
195,201901,187,62.0
196,201901,187,62.0
197,201901,187,62.0
198,201901,187,62.0
199,201901,187,62.0
200,201901,187,62.0
201,201901,187,62.0
202,201901,187,62.0
203,201901,187,62.0
204,201901,187,62.0
205,201901,187,62.0
206,201901,187,62.0
207,201901,187,62.0
208,201901,187,62.0
209,201901,187,62.0
210,201901,187,62.0
211,201901,187,62.0
212,201901,187,62.0
213,201901,187,62.0
214,201901,187,62.0
215,201901,187,62.0
216,201901,187,62.0
217,201901,187,62.0
218,201901,187,62.0
219,201901,187,62.0
220,201901,187,62.0
221,201901,187,62.0
222,201901,187,62.0
223,201901,187,62.0
224,201901,187,62.0
225,201901,187,62.0
226,201901,187,62.0
227,201901,187,62.0
228,201901,187,62.0
229,201901,187,62.0
230,201901,187,62.0
231,201901,187,62.0
232,201901,187,62.0
233,201901,187,62.0
234,201901,187,62.0
235,201901,187,62.0
236,201901,187,62.0
237,201901,187,62.0
238,201901,187,62.0
239,201901,187,62.0
240,201901,187,62.0
241,201901,187,62.0
242,201901,187,62.0
243,201901,187,62.0
244,201901,187,62.0
245,201901,187,62.0
246,201901,187,62.0
247,201901,187,62.0
248,201901,187,62.0
249,201901,187,62.0
250,201901,187,62.0
251,201901,187,62.0
252,201901,187,62.0
253,201901,187,62.0
254,201901,187,62.0
255,201901,187,62.0
256,201901,187,62.0
257,201901,187,62.0
258,201901,187,62.0
259,201901,187,62.0
260,201901,187,62.0
261,201901,187,62.0
262,201901,187,62.0
263,201901,187,62.0
264,201901,187,62.0
265,201901,187,62.0
266,201901,187,62.0
267,201901,187,62.0
268,201901,187,62.0
269,201901,187,62.0
270,201901,187,62.0
271,201901,187,62.0
272,201901,187,62.0
273,201901,187,62.0
274,201901,187,62.0
275,201901,187,62.0
276,201901,187,62.0
277,201901,187,62.0
278,201901,187,62.0
279,201901,187,62.0
280,201901,187,62.0
281,201901,187,62.0
282,201901,187,62.0
283,201901,187,62.0
284,201901,187,62.0
285,201901,187,62.0
286,201901,187,62.0
287,201901,187,62.0
288,201901,187,62.0
289,201901,187,62.0
